"id_doc","type","name","place","date","link"
198,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/April/19","NA"
199,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/May/2","NA"
200,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/July/22","NA"
201,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/August/15","NA"
202,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/August/18","NA"
203,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/September/20","NA"
204,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/January/15","NA"
205,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/February/4","NA"
206,"Letter","Marcel Duchamp to Helen Freeman","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/February/12","NA"
207,"Letter","Marcel Duchamp to Marcel Jean","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/March/15","NA"
208,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/March/27","NA"
209,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/April/11","NA"
210,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/April/26","NA"
211,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/May/6","NA"
212,"Letter","Marcel Duchamp to Fiske Kimball","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/May/6","NA"
213,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/May/7","NA"
214,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/July/","NA"
215,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/July/15","NA"
216,"Letter","Marcel Duchamp to Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1952/August/17","NA"
217,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/April/7","NA"
218,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/April/7","NA"
219,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/May/15","NA"
220,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/June/3","NA"
221,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/September/22","NA"
222,"Letter","Marcel Duchamp to Beatrice Wood","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/September/23","NA"
223,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/October/29","NA"
224,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/October/29","NA"
225,"Letter","Marcel Duchamp to Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/November/26","NA"
226,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/November/30","NA"
227,"Letter","Marcel Duchamp to Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1953/December/3","NA"
228,"Letter","Marcel Duchamp to Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/January/23","NA"
229,"Letter","Marcel Duchamp to Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/January/27","NA"
230,"Letter","Marcel Duchamp to Suzanne Duchamp and Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/January/31","NA"
231,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/May/31","NA"
232,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/July/5","NA"
233,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/August/31","NA"
234,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/August/31","NA"
235,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1954/October/4","NA"
236,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1955/February/26","NA"
237,"Letter","Marcel Duchamp to Guy Weelen","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1955/June/26","NA"
238,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1955/August/4","NA"
239,"Letter","Marcel Duchamp to Jehan Mayoux","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1956/March/8","NA"
240,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1956/June/5","NA"
241,"Letter","Marcel Duchamp to George Heard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1956/July/10","NA"
242,"Letter","Marcel Duchamp to George Heard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1956/October/15","NA"
243,"Letter","Marcel Duchamp to Suzanne and Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1956/December/8","NA"
244,"Letter","Marcel Duchamp to George Heard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1957/March/12","NA"
245,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1957/April/17","NA"
246,"Letter","Marcel Duchamp to Richard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1957/May/15","NA"
247,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/April/15","NA"
248,"Letter","Marcel Duchamp to Patrick Waldberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/June/18","NA"
249,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/October/21","NA"
250,"Letter","Marcel Duchamp to Marcel Jean","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/October/25","NA"
251,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/November/15","NA"
252,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/November/26","NA"
253,"Letter","Marcel Duchamp to Marcel Jean","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/December/3","NA"
254,"Letter","Marcel Duchamp to Pierre-André Benoit","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1958/December/5","NA"
255,"Letter","Marcel Duchamp to Juliet and Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1959/February/6","NA"
256,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1959/April/7","NA"
257,"Letter","Marcel Duchamp to Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1959/October/12","NA"
258,"Letter","Marcel Duchamp to Richard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/May/19","NA"
259,"Letter","Marcel Duchamp: open letter o numerous acquaintances ","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/June/9","NA"
260,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/June/11","NA"
261,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/October/20","NA"
262,"Letter","Marcel Duchamp to Richard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/November/26","NA"
263,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/November/27","NA"
264,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/December/1","NA"
265,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/December/11","NA"
266,"Letter","Marcel Duchamp to George Heard Hamilton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1960/December/16","NA"
267,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1961/March/6","NA"
268,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1961/March/23","NA"
269,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1961/April/11","NA"
270,"Letter","Marcel Duchamp to Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1961/October/24","NA"
271,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1962/March/27","NA"
272,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1963/October/18","NA"
273,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1963/October/30","NA"
274,"Letter","Marcel Duchamp to Robert Lebel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1963/November/8","NA"
275,"Letter","Marcel Duchamp to Arne Ekstrom","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1964/July/24","NA"
276,"Letter","Marcel Duchamp to Douglas Gorsline","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1964/July/28","NA"
277,"Letter","Marcel Duchamp to Arne Ekstrom","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1964/August/16","NA"
278,"Letter","Marcel Duchamp to Arne Ekstrom","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1964/September/6","NA"
279,"Letter","Marcel Duchamp to Pierre Cabanne","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1967/March/17","NA"
280,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1967/August/8","NA"
281,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1967/August/9","NA"
282,"Letter","Marcel Duchamp to Rose Fried","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1968/August/11","NA"
283,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1968/October/1","NA"
284,"Biography","Blainville","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
285,"Biography","Swimming Lessons","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
286,"Biography","Puteaux Cubism","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
287,"Biography","Munich, 1912","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
288,"Biography","The Jura-Paris Road","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
289,"Biography","Scandal at the Armory","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
290,"Biography","New York","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
291,"Biography","A Little Game Between I and Me","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
292,"Biography","The Arensberg Salon","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
293,"Biography","Beginning at Zero","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
294,"Biography","Buenos Aires","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
295,"Biography","Enter Rose Sélavy","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
296,"Biography","Bedbugs Are Required","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
297,"Biography","Drawing On Chance","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
298,"Biography","Duchamp Married!!!","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
299,"Biography","The Most Singular Man Alive","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
300,"Biography","Vacation in Past Time","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
301,"Biography","Box-in-a-Suitcase","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
302,"Biography","New York, 1942","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
303,"Biography","Silence, Slowness, Solitude","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
304,"Biography","Maria","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
305,"Biography","Teeny","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
306,"Biography","The Artist and the Spectator","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
307,"Biography","Nothing Else but an Artist","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
308,"Biography","Wanted","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
309,"Biography","Not Seen and/or Less Seen","TOMKINS, Calvin. Duchamp - Uma Biografia. Cosac Naify.","-/-/-","NA"
310,"Interview","Eight Years of Swimming Lessons","CABANNE, Pierre. Dialogues with Marcel Duchamp.","-/-/-","NA"
311,"Interview","A Window onto Something Else","CABANNE, Pierre. Dialogues with Marcel Duchamp.","-/-/-","NA"
312,"Interview","Through the ""Large Glass""","CABANNE, Pierre. Dialogues with Marcel Duchamp.","-/-/-","NA"
313,"Interview","I Like Breathing Better than Working","CABANNE, Pierre. Dialogues with Marcel Duchamp.","-/-/-","NA"
314,"Interview","I Live the Life of a Waiter","CABANNE, Pierre. Dialogues with Marcel Duchamp.","-/-/-","NA"
315,"Letter","Correspondence from Carl Zigrosser to Marcel Duchamp","Duchamp Archives","1962/May/1","https://www.duchamparchives.org/pma/archive/component/MAR_B082_F012_009"
316,"Letter","Correspondence from Carole Cook to Marcel Duchamp regarding Cook's article","Duchamp Archives","1964/May/25","https://www.duchamparchives.org/pma/archive/component/MDP_B004_F005_001"
317,"Letter","Correspondence from Charles Henri Ford to Marcel Duchamp","Duchamp Archives","1947/August/6","https://www.duchamparchives.org/pma/archive/component/MDR_B014_F020_001"
318,"Letter","Correspondence from Charles Sheeler to Walter Arensberg","Duchamp Archives","1927/October/25","https://www.duchamparchives.org/pma/archive/component/WLA_B017_F027_002"
319,"Letter","Correspondence from Charles Sheeler to Louise Arensberg","Duchamp Archives","1939/July/19","https://www.duchamparchives.org/pma/archive/component/WLA_B017_F030_002"
320,"Letter","Correspondence from Beatrice Wood to Louise Arensberg","Duchamp Archives","1952/September/21","https://www.duchamparchives.org/pma/archive/component/WLA_B020_F045_004"
321,"Letter","Correspondence from Charles Sheeler to Louise Arensberg","Duchamp Archives","1933/November/10","https://www.duchamparchives.org/pma/archive/component/WLA_B017_F029_004"
322,"Letter","Correspondence from Beatrice Wood to Fiske Kimball","Duchamp Archives","1954/October/8","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F001_001"
323,"Letter","Correspondence from Bob Brown to Walter Arensberg","Duchamp Archives","1944/June/5","https://www.duchamparchives.org/pma/archive/component/WLA_B003_F049_001"
324,"Letter","Correspondence from Carl Van Vechten to Fiske Kimball","Duchamp Archives","1954/March/9","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F002_033"
325,"Letter","Correspondence from Charles Demuth to Walter Arensberg","Duchamp Archives","-/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B005_F072_001"
326,"Letter","Correspondence from C. J. Bulliet to Walter Arensberg","Duchamp Archives","1950/July/17","https://www.duchamparchives.org/pma/archive/component/WLA_B004_F003_001"
327,"Letter","Correspondence from Arturo Schwarz to Evan H. Turner","Duchamp Archives","1969/March/6","https://www.duchamparchives.org/pma/archive/component/TUR_B010_F050_092"
328,"Photography","Alexina Duchamp and Richard Hamilton at the opening party for a William Copley exhibition","Duchamp Archives","1966/October/14","https://www.duchamparchives.org/pma/archive/component/MDP_B032_F001_13-1972-9-135"
329,"Photography","Alexina and Marcel Duchamp with Vera Schwarz","Duchamp Archives","1964//","https://www.duchamparchives.org/pma/archive/component/MDP_B030_F002_13-1972-9-130"
330,"Photography","Alexina Duchamp, Marcel Duchamp et Gianfranco Baruchello [?]","Duchamp Archives","1964/June/","https://www.duchamparchives.org/amd/archive/component/Photo_MDGrandeBoite_no.003"
331,"Photography","Alexina Duchamp and John Cage during a program for ""Exhibition of Marcel Duchamp""","Duchamp Archives","1981//","https://www.duchamparchives.org/pma/archive/component/MDE_B023_F041_002"
332,"Photography","Alexina et Marcel Duchamp, Juliet et Man Ray","Duchamp Archives","1965//","https://www.duchamparchives.org/amd/archive/component/Photo_MDPortraits3_no.215"
333,"Photography","Alexina Duchamp, Richard Hamilton, Betty Factor, Bill Copley, Monte Factor, Walter Hopps, Betty Asher, Marcel Duchamp","Duchamp Archives","1962//","https://www.duchamparchives.org/amd/archive/component/Photo_MDPortraits3_no.167"
334,"Photography","André Breton, Esteban Frances, Suzanne Césaire, Jacqueline Matisse-Monnier, Denis de Rougemont, Élisa Breton, Sonia Sekula, Madame Nicolas Calas, Yves Tanguy, Nicolas Calas, Marcel Duchamp, Patricia Kane Matta, Matta, Alexina ""Teeny"" Matisse et Aimé Césaire","Duchamp Archives","1945/November/20","https://www.duchamparchives.org/amd/archive/component/Photo_MDPortraits2_no.058"
335,"Photography","Alexina Duchamp, Max Ernst et Marcel Duchamp","Duchamp Archives","1959//","https://www.duchamparchives.org/amd/archive/component/Photo_MDBoiteMoyenne1_no.006"
336,"Photography","Arturo Schwarz, Marcel Duchamp and Alexina Duchamp at opening dinner for Enrico Baj exhibition","Duchamp Archives","1964//","https://www.duchamparchives.org/pma/archive/component/MDP_B032_F011_13-1972-9-333"
337,"Letter","Carte postale de Duchamp et Mary Reynolds depuis Barcelone, à Brancusi à Paris, [mi-septembre 1933].","Duchamp Archives","1933//","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031147165"
338,"Letter","Cartes d'Alexina Duchamp [dite Teeny] à Man Ray (1968, 1976).","Duchamp Archives","1968/1976//","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031143052"
339,"Letter","Carte postale de Duchamp et Mary Reynolds depuis Londres, à Brancusi à Paris, le 2 [mars] 1936.","Duchamp Archives","1936//","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031147180"
340,"Letter","Carte postale de Duchamp, Alexina Matisse-Duchamp, Jacqueline Matisse-Monnier et Dorothea Ernst depuis les Etats-Unis, à Brancusi à Paris, le 13 octobre 1951.","Duchamp Archives","1951//","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031147184"
341,"Photography","Arturo Schwarz, Enrico Baj, and Marcel Duchamp at Enrico Baj exhibition","Duchamp Archives","1964//","https://www.duchamparchives.org/pma/archive/component/MDP_B032_F011_13-1972-9-342"
342,"Photography","Carolyn Brown, Marcel Duchamp, and Merce Cunningham at premiere performance of ""Walkaround Time""","Duchamp Archives","1968//","https://www.duchamparchives.org/pma/archive/component/MDE_B017_F001_113"
343,"Letter","Brouillon de lettre de Brancusi [depuis New York ?], à Duchamp [à Monaco ?], s.d. [1920 ?].","Duchamp Archives","1920//","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031147193"
344,"Photography","Arturo Schwarz, Marcel Duchamp, and Enrico Baj [?] at opening dinner for Enrico Baj exhibition","Duchamp Archives","1964//","https://www.duchamparchives.org/pma/archive/component/MDP_B032_F011_13-1972-9-362"
345,"Photography","Bernard Monnier, Jacqueline Matisse Monnier, Alexina et Marcel Duchamp","Duchamp Archives","1963//","https://www.duchamparchives.org/amd/archive/component/Photo_MDBoiteMoyenne2_no.059"
346,"Letter","Carte-lettre de Duchamp et Picabia depuis Rotterdam, à Brancusi à Paris, 13 janvier 1926.","Duchamp Archives","1926//","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031147112"
347,"Photography","Arturo Schwarz, Enrico Baj, Alexina Duchamp, and Marcel Duchamp at Enrico Baj exhibition","Duchamp Archives","1964//","https://www.duchamparchives.org/pma/archive/component/MDP_B032_F011_13-1972-9-344"
348,"Photography","Bernard Monnier, Jacqueline Matisse Monnier, Alexina et Marcel Duchamp","Duchamp Archives","1962//","https://www.duchamparchives.org/amd/archive/component/Photo_MDPortraits3_no.140"
349,"Letter","Correspondence from Elizabeth S. Wrigley to Marcel Duchamp","Duchamp Archives","1950/December/5","https://www.duchamparchives.org/pma/archive/component/WLA_B073_F004_003"
350,"Letter","Correspondence from Elizabeth S. Wrigley to Marcel Duchamp","Duchamp Archives","1954/January/19","https://www.duchamparchives.org/pma/archive/component/FKR_B093_F015_023"
351,"Letter","Correspondence from Elizabeth S. Wrigley to Marcel Duchamp","Duchamp Archives","1951/March/30","https://www.duchamparchives.org/pma/archive/component/WLA_B006_F034_007"
352,"Letter","Correspondence from Elizabeth S. Wrigley to Marcel Duchamp","Duchamp Archives","1953/December/15","https://www.duchamparchives.org/pma/archive/component/WLA_B006_F037_010"
353,"Letter","Correspondence from Elizabeth S. Wrigley to Kenneth Macgowan","Duchamp Archives","1947/March/17","https://www.duchamparchives.org/pma/archive/component/WLA_B012_F012_008"
354,"Letter","Correspondence from Elizabeth S. Wrigley to Katharine Kuh","Duchamp Archives","1951/January/11","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F007_020"
355,"Letter","Correspondence from Elizabeth S. Wrigley to Fiske Kimball","Duchamp Archives","1953/October/15","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F010_031"
356,"Letter","Correspondence from Elizabeth S. Wrigley to Fiske Kimball","Duchamp Archives","1954/January/8","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F011_004"
357,"Letter","Correspondence from Elizabeth S. Wrigley to Katharine Kuh","Duchamp Archives","1948/July/6","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F004_002"
358,"Letter","Correspondence from Fiske Kimball to Marcel Duchamp","Duchamp Archives","1950/April/4","https://www.duchamparchives.org/pma/archive/component/FKR_B068_F015_011"
359,"Letter","Correspondence from Fiske Kimball to James Johnson Sweeney","Duchamp Archives","1954/January/11","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F012_050"
360,"Letter","Correspondence from Fiske Kimball to James Johnson Sweeney","Duchamp Archives","1952/February/28","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F007_013"
361,"Letter","Correspondence from Fiske Kimball to Henry Clifford","Duchamp Archives","1954/June/30","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F005_001"
362,"Letter","Correspondence from Fiske Kimball to Henry Clifford","Duchamp Archives","1951/December/17","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F008_003"
363,"Letter","Correspondence from Fiske Kimball to George Wittenborn","Duchamp Archives","1954/November/19","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F006_016"
364,"Letter","Correspondence from Fiske Kimball to Walter Arensberg","Duchamp Archives","1949/March/19","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F003_024"
365,"Letter","Correspondence from Fiske Kimball to Walter Arensberg","Duchamp Archives","1953/September/10","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F010_016"
366,"Letter","Correspondence from Fiske Kimball to Walter Arensberg","Duchamp Archives","1954/January/18","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F012_038"
367,"Letter","Correspondence from Fiske Kimball to Walter Arensberg","Duchamp Archives","1952/January/18","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F007_001"
368,"Letter","Correspondence from Fiske Kimball to Walter Arensberg","Duchamp Archives","1950/November/23","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F005_039"
369,"Letter","Correspondence from Fiske Kimball to Walter Arensberg","Duchamp Archives","1951/January/5","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F006_056"
370,"Letter","Correspondence from Fiske Kimball to Louise Arensberg","Duchamp Archives","1953/March/13","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F009_024"
371,"Letter","Correspondence from Fiske Kimball to Louise Arensberg","Duchamp Archives","1952/December/15","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F008_023"
372,"Letter","Correspondence from Fiske Kimball to R. Sturgis Ingersoll","Duchamp Archives","1950/December/22","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_016"
373,"Letter","Correspondence from Fiske Kimball to R. Sturgis Ingersoll","Duchamp Archives","1950/December/23","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_012"
374,"Letter","Correspondence from Fiske Kimball to R. Sturgis Ingersoll","Duchamp Archives","1950/December/11","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F004_007"
375,"Letter","Correspondence from Fiske Kimball to R. Sturgis Ingersoll","Duchamp Archives","1950/December/29","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_002"
376,"Letter","Correspondence from Fiske Kimball to R. Sturgis Ingersoll","Duchamp Archives","1951/August/28","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F007_004"
377,"Letter","Correspondence from Fiske Kimball to Alfred Kreymborg","Duchamp Archives","1954/May/5","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F002_006"
378,"Letter","Correspondence from Fiske Kimball to Alfred Kreymborg","Duchamp Archives","1954/February/19","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F002_043"
379,"Letter","Correspondence from Fiske Kimball to John Covert","Duchamp Archives","1954/March/22","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F002_017"
380,"Letter","Correspondence from Fiske Kimball to John Covert","Duchamp Archives","1954/February/19","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F002_042"
